folioviv,foliohog,numren,ambito,sinco,factor_w,tam_hogar,dependientes,ingreso_pc_mensual,linea_pobreza,linea_pobreza_extrema,_bajo_lp,_bajo_lpei
1103989717,1,01,urbano,7611,641,2,1,20336.055,4660.52,2366.33,0.0,0.0
1103991206,1,01,urbano,2271,889,4,3,16627.7425,4660.52,2366.33,0.0,0.0
1103995503,1,01,urbano,7611,569,4,3,7639.11,4660.52,2366.33,0.0,0.0
1103996201,1,01,urbano,2163,860,1,0,12758.24,4660.52,2366.33,0.0,0.0
1104009402,2,01,urbano,7332,917,2,1,30781.28,4660.52,2366.33,0.0,0.0
1104009404,1,01,urbano,2152,917,2,1,57170.025,4660.52,2366.33,0.0,0.0
1104028805,1,01,urbano,2162,676,4,3,18530.9625,4660.52,2366.33,0.0,0.0
1104029006,1,01,urbano,1422,562,1,0,33531.9,4660.52,2366.33,0.0,0.0
1104035505,1,01,urbano,7353,1011,4,3,18441.0,4660.52,2366.33,0.0,0.0
1104037603,1,01,urbano,7611,915,3,2,33540.26333333333,4660.52,2366.33,0.0,0.0
1104041802,1,01,urbano,7353,906,4,3,9221.305,4660.52,2366.33,0.0,0.0
1104042202,1,01,urbano,7353,887,4,3,15453.29,4660.52,2366.33,0.0,0.0
1104045602,1,01,urbano,7301,924,5,4,16860.694,4660.52,2366.33,0.0,0.0
1104045604,1,01,urbano,2712,924,3,2,31347.766666666666,4660.52,2366.33,0.0,0.0
1104049303,1,01,urbano,7353,901,5,4,14450.802,4660.52,2366.33,0.0,0.0
1104049306,1,01,urbano,7353,901,3,2,10496.083333333334,4660.52,2366.33,0.0,0.0
1104051302,1,01,urbano,5212,819,3,2,17165.463333333333,4660.52,2366.33,0.0,0.0
1104051304,1,01,urbano,2625,819,1,0,45723.12,4660.52,2366.33,0.0,0.0
1104057703,1,01,urbano,7353,823,3,2,25137.693333333333,4660.52,2366.33,0.0,0.0
1104058904,2,01,urbano,7353,861,5,4,8750.539999999999,4660.52,2366.33,0.0,0.0
1104058905,1,01,urbano,8144,861,6,5,17367.27666666667,4660.52,2366.33,0.0,0.0
1104060205,2,01,urbano,7353,847,5,4,13398.378,4660.52,2366.33,0.0,0.0
1104062601,1,01,urbano,7322,882,4,3,10892.505,4660.52,2366.33,0.0,0.0
1104062602,1,01,urbano,7353,882,5,4,11439.338,4660.52,2366.33,0.0,0.0
1104065901,1,01,urbano,2543,816,5,4,7249.226,4660.52,2366.33,0.0,0.0
1104065904,1,01,urbano,2271,816,2,1,79226.985,4660.52,2366.33,0.0,0.0
1104068003,1,01,urbano,7353,925,4,3,9591.6875,4660.52,2366.33,0.0,0.0
1104071406,1,01,urbano,2271,884,4,3,20993.155,4660.52,2366.33,0.0,0.0
1104076904,1,01,urbano,7353,927,7,6,16747.414285714283,4660.52,2366.33,0.0,0.0
1104080304,1,01,urbano,7353,522,7,6,17704.23285714286,4660.52,2366.33,0.0,0.0
1104082403,1,01,urbano,7353,860,5,4,22082.15,4660.52,2366.33,0.0,0.0
1104084601,1,01,urbano,1422,1099,6,5,30285.236666666668,4660.52,2366.33,0.0,0.0
1104087804,1,01,urbano,4312,832,9,8,17224.036666666667,4660.52,2366.33,0.0,0.0
1104088303,1,01,urbano,7342,736,1,0,23094.11,4660.52,2366.33,0.0,0.0
1104089005,1,01,urbano,7353,918,2,1,16983.13,4660.52,2366.33,0.0,0.0
1104095305,1,01,urbano,7332,1122,3,2,13451.083333333334,4660.52,2366.33,0.0,0.0
1104097305,1,01,urbano,2162,955,2,1,56491.74,4660.52,2366.33,0.0,0.0
1104100802,1,01,urbano,7352,1319,4,3,8502.0475,4660.52,2366.33,0.0,0.0
1104114501,1,01,urbano,2625,869,2,1,20139.92,4660.52,2366.33,0.0,0.0
1104119703,1,01,urbano,2271,1142,2,1,69098.35,4660.52,2366.33,0.0,0.0
1104121804,1,01,urbano,7353,925,5,4,9320.33,4660.52,2366.33,0.0,0.0
1104121806,1,01,urbano,7352,925,4,3,15339.3425,4660.52,2366.33,0.0,0.0
1104125503,1,01,urbano,7999,965,2,1,46912.82,4660.52,2366.33,0.0,0.0
1104129503,1,01,urbano,2271,826,3,2,106481.76000000001,4660.52,2366.33,0.0,0.0
1104129506,1,01,urbano,7353,826,5,4,17398.294,4660.52,2366.33,0.0,0.0
1104130903,1,01,urbano,2271,1340,4,3,34045.8375,4660.52,2366.33,0.0,0.0
1104131201,1,01,urbano,7352,834,3,2,20872.476666666666,4660.52,2366.33,0.0,0.0
1104136818,1,01,urbano,7353,897,4,3,8636.9325,4660.52,2366.33,0.0,0.0
1104137001,1,01,urbano,2541,776,3,2,12101.916666666666,4660.52,2366.33,0.0,0.0
1104140505,1,01,urbano,7353,828,3,2,18456.52,4660.52,2366.33,0.0,0.0
1114150905,1,01,urbano,2144,1084,1,0,50387.16,4660.52,2366.33,0.0,0.0
1114150905,1,01,urbano,2712,1084,1,0,50387.16,4660.52,2366.33,0.0,0.0
1114156702,1,01,urbano,7353,722,4,3,23821.185,4660.52,2366.33,0.0,0.0
1114161616,1,01,urbano,2172,850,3,2,31093.666666666668,4660.52,2366.33,0.0,0.0
1114163304,1,01,urbano,9713,3215,5,4,16958.773999999998,4660.52,2366.33,0.0,0.0
1114166601,1,01,urbano,4312,3668,4,3,28255.5475,4660.52,2366.33,0.0,0.0
1114168022,1,01,urbano,4312,662,6,5,21308.96,4660.52,2366.33,0.0,0.0
1114168511,1,01,urbano,7343,662,4,3,10868.815,4660.52,2366.33,0.0,0.0
1114168718,1,01,urbano,7343,662,4,3,25431.5675,4660.52,2366.33,0.0,0.0
1164183819,1,01,rural,1722,273,5,4,17911.47,3342.21,1795.77,0.0,0.0
1164191201,1,01,rural,7999,234,2,1,17198.575,3342.21,1795.77,0.0,0.0
1164191615,1,01,rural,7999,234,5,4,13953.222,3342.21,1795.77,0.0,0.0
1164191616,1,01,rural,2173,234,3,2,15390.756666666666,3342.21,1795.77,0.0,0.0
1164191920,1,01,rural,7999,234,2,1,19423.995,3342.21,1795.77,0.0,0.0
1164197715,1,01,rural,4312,275,3,2,16796.243333333336,3342.21,1795.77,0.0,0.0
1164200411,1,01,rural,7611,281,4,3,9423.88,3342.21,1795.77,0.0,0.0
1164201507,1,01,rural,2173,324,5,4,6776.505999999999,3342.21,1795.77,0.0,0.0
1164206201,1,01,rural,4312,260,2,1,44840.445,3342.21,1795.77,0.0,0.0
1164215607,1,01,rural,7342,277,1,0,10720.32,3342.21,1795.77,0.0,0.0
1164223305,1,01,rural,2655,292,4,3,3083.96,3342.21,1795.77,1.0,0.0
1164226512,1,01,rural,8155,306,3,2,13372.873333333335,3342.21,1795.77,0.0,0.0
1164228305,1,01,rural,7322,207,4,3,13054.335,3342.21,1795.77,0.0,0.0
1164228512,1,01,rural,8155,207,1,0,38309.22,3342.21,1795.77,0.0,0.0
1164236814,1,01,rural,2542,269,4,3,12297.13,3342.21,1795.77,0.0,0.0
1164241509,1,01,rural,2172,329,8,7,15496.9725,3342.21,1795.77,0.0,0.0
1164242920,1,01,rural,2172,272,5,4,11925.312,3342.21,1795.77,0.0,0.0
1164242921,1,01,rural,2172,272,3,2,16722.783333333333,3342.21,1795.77,0.0,0.0
1164246405,1,01,rural,7332,266,4,3,5507.3825,3342.21,1795.77,0.0,0.0
1204295202,1,01,urbano,7321,811,3,2,8106.903333333333,4660.52,2366.33,0.0,0.0
1204316902,1,01,urbano,2271,676,1,0,26158.65,4660.52,2366.33,0.0,0.0
1204324601,1,01,urbano,2172,504,4,3,9774.585,4660.52,2366.33,0.0,0.0
1204328003,1,01,urbano,5212,444,2,1,14170.575,4660.52,2366.33,0.0,0.0
1204338511,1,01,urbano,7321,469,2,1,30687.29,4660.52,2366.33,0.0,0.0
1204338512,1,01,urbano,7223,469,3,2,128215.01666666666,4660.52,2366.33,0.0,0.0
1204340206,1,01,urbano,2172,548,5,4,10858.986,4660.52,2366.33,0.0,0.0
1204342302,1,01,urbano,2172,526,4,3,3648.3575,4660.52,2366.33,1.0,0.0
1204343021,1,01,urbano,7321,475,4,3,18829.4475,4660.52,2366.33,0.0,0.0
1204345023,1,01,urbano,7313,259,1,0,18375.51,4660.52,2366.33,0.0,0.0
1204345508,1,01,urbano,7313,259,1,0,19339.81,4660.52,2366.33,0.0,0.0
1204346409,1,01,urbano,2655,435,4,3,8764.385,4660.52,2366.33,0.0,0.0
1204353605,1,01,urbano,2655,360,1,0,22873.0,4660.52,2366.33,0.0,0.0
1204363806,1,01,urbano,2173,681,2,1,17408.595,4660.52,2366.33,0.0,0.0
1204364405,1,01,urbano,7353,515,4,3,27400.6375,4660.52,2366.33,0.0,0.0
1204372301,1,01,urbano,2152,421,4,3,20028.005,4660.52,2366.33,0.0,0.0
1204372302,1,01,urbano,2652,421,1,0,26741.69,4660.52,2366.33,0.0,0.0
1204379606,1,01,urbano,7353,302,2,1,6238.515,4660.52,2366.33,0.0,0.0
1204381805,1,01,urbano,2173,478,3,2,45488.50666666666,4660.52,2366.33,0.0,0.0
1204391301,1,01,urbano,2152,280,2,1,39217.035,4660.52,2366.33,0.0,0.0
1204394921,1,01,urbano,2712,407,5,4,15791.086,4660.52,2366.33,0.0,0.0
1204397201,1,01,urbano,7313,583,1,0,3923.36,4660.52,2366.33,1.0,0.0
1204397922,1,01,urbano,7313,583,5,4,6192.92,4660.52,2366.33,0.0,0.0
1204398302,1,01,urbano,7313,444,5,4,3881.0099999999998,4660.52,2366.33,1.0,0.0
1204398716,1,01,urbano,7313,444,2,1,5852.45,4660.52,2366.33,0.0,0.0
1204399022,1,01,urbano,7611,576,4,3,7194.5525,4660.52,2366.33,0.0,0.0
1204399817,1,01,urbano,9713,576,5,4,12010.378,4660.52,2366.33,0.0,0.0
1204400023,1,01,urbano,2172,326,1,0,92869.43,4660.52,2366.33,0.0,0.0
1204400507,1,01,urbano,5212,326,2,1,13720.095,4660.52,2366.33,0.0,0.0
1204401407,1,01,urbano,2172,450,2,1,16141.3,4660.52,2366.33,0.0,0.0
1204402510,1,01,urbano,2172,466,5,4,45007.938,4660.52,2366.33,0.0,0.0
1204405716,1,01,urbano,2271,505,4,3,22811.055,4660.52,2366.33,0.0,0.0
1204405919,1,01,urbano,2544,505,3,2,32201.08,4660.52,2366.33,0.0,0.0
1204406201,1,01,urbano,7313,335,4,3,2231.5725,4660.52,2366.33,1.0,1.0
1204406202,1,01,urbano,7313,335,4,3,3858.43,4660.52,2366.33,1.0,0.0
1204406203,1,01,urbano,7313,335,4,3,3696.1625,4660.52,2366.33,1.0,0.0
1204406205,1,01,urbano,7313,335,4,3,11109.0825,4660.52,2366.33,0.0,0.0
1204406206,1,01,urbano,7313,335,5,4,3271.932,4660.52,2366.33,1.0,0.0
1204406507,1,01,urbano,7332,335,4,3,2515.075,4660.52,2366.33,1.0,0.0
1204406510,1,01,urbano,7313,335,4,3,5605.4475,4660.52,2366.33,0.0,0.0
1204406512,1,01,urbano,7313,335,7,6,6036.247142857143,4660.52,2366.33,0.0,0.0
1204406715,1,01,urbano,7313,335,6,5,5873.2,4660.52,2366.33,0.0,0.0
1204406716,1,01,urbano,7999,335,2,1,6084.45,4660.52,2366.33,0.0,0.0
1204406718,1,01,urbano,7313,335,4,3,8432.0875,4660.52,2366.33,0.0,0.0
1204406919,1,01,urbano,7313,335,8,7,4445.9175,4660.52,2366.33,1.0,0.0
1204406924,1,01,urbano,7313,335,2,1,8621.465,4660.52,2366.33,0.0,0.0
1204408206,1,01,urbano,7313,714,7,6,3736.382857142857,4660.52,2366.33,1.0,0.0
1204408407,1,01,urbano,7313,714,2,1,8845.525,4660.52,2366.33,0.0,0.0
1204408616,1,01,urbano,7313,714,4,3,5319.585,4660.52,2366.33,0.0,0.0
1204409020,1,01,urbano,7313,613,4,3,4234.455,4660.52,2366.33,1.0,0.0
1204410019,1,01,urbano,7313,402,2,1,7182.32,4660.52,2366.33,0.0,0.0
1204410020,1,01,urbano,7313,402,5,4,6340.918,4660.52,2366.33,0.0,0.0
1204410023,1,01,urbano,7313,402,5,4,8156.3820000000005,4660.52,2366.33,0.0,0.0
1204410401,1,01,urbano,7313,402,2,1,9778.495,4660.52,2366.33,0.0,0.0
1204410404,1,01,urbano,7313,402,3,2,9488.913333333334,4660.52,2366.33,0.0,0.0
1204410610,1,01,urbano,7313,402,1,0,11040.96,4660.52,2366.33,0.0,0.0
1204410611,1,01,urbano,7313,402,3,2,10775.403333333334,4660.52,2366.33,0.0,0.0
1204410612,1,01,urbano,7313,402,2,1,12114.205,4660.52,2366.33,0.0,0.0
1204410817,1,01,urbano,7313,402,5,4,5464.586,4660.52,2366.33,0.0,0.0
1204410818,1,01,urbano,7313,402,3,2,5902.73,4660.52,2366.33,0.0,0.0
1204412301,1,01,urbano,7313,456,8,7,4887.11125,4660.52,2366.33,0.0,0.0
1204412507,1,01,urbano,7343,456,6,5,7924.171666666666,4660.52,2366.33,0.0,0.0
1204412512,1,01,urbano,7343,456,6,5,10237.574999999999,4660.52,2366.33,0.0,0.0
1204412715,1,01,urbano,7343,456,1,0,14369.39,4660.52,2366.33,0.0,0.0
1204412717,1,01,urbano,7343,456,6,5,2758.4233333333336,4660.52,2366.33,1.0,0.0
1204412919,1,01,urbano,2173,456,3,2,21408.953333333335,4660.52,2366.33,0.0,0.0
1204412924,1,01,urbano,7332,456,2,1,8908.115,4660.52,2366.33,0.0,0.0
1264419206,1,01,rural,7343,282,5,4,10640.302,3342.21,1795.77,0.0,0.0
1264420305,1,01,rural,2172,330,3,2,16303.226666666667,3342.21,1795.77,0.0,0.0
1264423206,1,01,rural,2172,316,3,2,13142.446666666665,3342.21,1795.77,0.0,0.0
1264423409,1,01,rural,2173,316,2,1,12135.76,3342.21,1795.77,0.0,0.0
1264425019,1,01,rural,7313,393,3,2,4818.086666666667,3342.21,1795.77,0.0,0.0
1264425023,1,01,rural,7313,393,6,5,9250.081666666667,3342.21,1795.77,0.0,0.0
1264426301,1,01,rural,2172,391,6,5,4190.185,3342.21,1795.77,0.0,0.0
1264426303,1,01,rural,7313,391,1,0,8932.78,3342.21,1795.77,0.0,0.0
1264426507,1,01,rural,7313,391,6,5,2113.535,3342.21,1795.77,1.0,0.0
1264426509,1,01,rural,7313,391,1,0,8148.07,3342.21,1795.77,0.0,0.0
1264426510,1,01,rural,7313,391,1,0,7062.54,3342.21,1795.77,0.0,0.0
1264426716,1,01,rural,7313,391,3,2,15154.74,3342.21,1795.77,0.0,0.0
1264426922,1,01,rural,3222,391,6,5,4644.108333333334,3342.21,1795.77,0.0,0.0
1264427618,1,01,rural,2172,333,8,7,2888.38375,3342.21,1795.77,1.0,0.0
1264429408,1,01,rural,2172,233,4,3,24042.41,3342.21,1795.77,0.0,0.0
1264432021,1,01,rural,2172,278,4,3,7405.6075,3342.21,1795.77,0.0,0.0
1264433203,1,01,rural,2172,368,2,1,20231.79,3342.21,1795.77,0.0,0.0
1264433922,1,01,rural,2172,368,3,2,18217.96,3342.21,1795.77,0.0,0.0
1264433923,1,01,rural,2172,368,3,2,8063.283333333333,3342.21,1795.77,0.0,0.0
1264436407,1,01,rural,7313,279,3,2,9825.923333333334,3342.21,1795.77,0.0,0.0
1264436822,1,01,rural,7342,279,3,2,4322.29,3342.21,1795.77,0.0,0.0
1264438407,1,01,rural,7343,293,3,2,3589.463333333333,3342.21,1795.77,0.0,0.0
1264447822,1,01,rural,2172,347,3,2,6556.386666666666,3342.21,1795.77,0.0,0.0
1264449922,1,01,rural,7332,359,2,1,21901.425,3342.21,1795.77,0.0,0.0
1264450512,1,01,rural,7353,305,2,1,12641.305,3342.21,1795.77,0.0,0.0
1264452019,1,01,rural,7313,247,7,6,4197.277142857142,3342.21,1795.77,0.0,0.0
1264452024,1,01,rural,7313,247,8,7,2912.4925,3342.21,1795.77,1.0,0.0
1264452304,1,01,rural,7313,247,4,3,2716.8375,3342.21,1795.77,1.0,0.0
1264452608,1,01,rural,7313,247,1,0,12914.74,3342.21,1795.77,0.0,0.0
1264452612,1,01,rural,7313,247,5,4,2301.638,3342.21,1795.77,1.0,0.0
1264452815,1,01,rural,7313,247,5,4,9049.176,3342.21,1795.77,0.0,0.0
1264452818,1,01,rural,7313,247,7,6,2706.6,3342.21,1795.77,1.0,0.0
1264453508,1,01,rural,2172,284,2,1,16348.78,3342.21,1795.77,0.0,0.0
1264454813,1,01,rural,2172,413,4,3,5323.555,3342.21,1795.77,0.0,0.0
1264455511,1,01,rural,2172,346,2,1,20041.22,3342.21,1795.77,0.0,0.0
1264456205,1,01,rural,7223,264,3,2,15913.503333333334,3342.21,1795.77,0.0,0.0
1264456205,2,01,rural,7223,264,3,2,8763.296666666667,3342.21,1795.77,0.0,0.0
1264456511,1,01,rural,7223,264,6,5,9732.14,3342.21,1795.77,0.0,0.0
1264463303,1,01,rural,7313,394,3,2,7831.863333333334,3342.21,1795.77,0.0,0.0
1264463813,1,01,rural,7313,394,4,3,5345.895,3342.21,1795.77,0.0,0.0
1264463817,1,01,rural,7313,394,1,0,12687.03,3342.21,1795.77,0.0,0.0
1264463818,1,01,rural,4312,394,14,13,9438.895714285714,3342.21,1795.77,0.0,0.0
1264468508,1,01,rural,7611,305,7,6,3869.087142857143,3342.21,1795.77,0.0,0.0
1264468509,2,01,rural,7611,305,2,1,7275.815,3342.21,1795.77,0.0,0.0
1264468510,1,01,rural,7611,305,7,6,2577.2871428571425,3342.21,1795.77,1.0,0.0
1264468510,2,01,rural,7611,305,4,3,3504.6175,3342.21,1795.77,0.0,0.0
1264468511,1,01,rural,7611,305,5,4,7143.294,3342.21,1795.77,0.0,0.0
1264468713,1,01,rural,7611,305,7,6,5199.061428571428,3342.21,1795.77,0.0,0.0
1264468921,1,01,rural,7611,305,1,0,8917.07,3342.21,1795.77,0.0,0.0
1264468923,1,01,rural,7611,305,7,6,5913.965714285715,3342.21,1795.77,0.0,0.0
1264469618,1,01,rural,7313,273,1,0,9861.48,3342.21,1795.77,0.0,0.0
1304472718,1,01,urbano,7611,458,3,2,18839.34,4660.52,2366.33,0.0,0.0
1304475204,1,01,urbano,2172,673,5,4,4126.242,4660.52,2366.33,1.0,0.0
1304477603,1,01,urbano,5212,411,3,2,14499.996666666666,4660.52,2366.33,0.0,0.0
1304479510,1,01,urbano,2172,509,4,3,39985.7625,4660.52,2366.33,0.0,0.0
1304480714,1,01,urbano,4312,357,3,2,17334.656666666666,4660.52,2366.33,0.0,0.0
1304481818,1,01,urbano,7322,472,5,4,18865.572,4660.52,2366.33,0.0,0.0
1304482023,1,01,urbano,7999,164,2,1,12923.45,4660.52,2366.33,0.0,0.0
1304482402,1,01,urbano,7611,164,2,1,8246.965,4660.52,2366.33,0.0,0.0
1304482403,1,01,urbano,2174,164,5,4,5601.4839999999995,4660.52,2366.33,0.0,0.0
1304482609,1,01,urbano,7611,164,2,1,12904.415,4660.52,2366.33,0.0,0.0
1304482610,1,01,urbano,7611,164,6,5,8027.033333333333,4660.52,2366.33,0.0,0.0
1304482817,1,01,urbano,7611,164,2,1,15885.235,4660.52,2366.33,0.0,0.0
1304485718,1,01,urbano,2172,478,3,2,15114.746666666666,4660.52,2366.33,0.0,0.0
1304487817,1,01,urbano,7321,547,3,2,44973.69666666666,4660.52,2366.33,0.0,0.0
1304488019,1,01,urbano,2172,554,1,0,52046.62,4660.52,2366.33,0.0,0.0
1304489303,1,01,urbano,5212,486,2,1,33250.91,4660.52,2366.33,0.0,0.0
1304491504,1,01,urbano,2271,377,2,1,32355.97,4660.52,2366.33,0.0,0.0
1304492702,1,01,urbano,2655,397,4,3,19763.8025,4660.52,2366.33,0.0,0.0
1304497406,1,01,urbano,5212,501,3,2,11844.39,4660.52,2366.33,0.0,0.0
1304537703,1,01,urbano,2636,641,5,4,11213.108,4660.52,2366.33,0.0,0.0
1304543906,1,01,urbano,7611,685,1,0,46097.91,4660.52,2366.33,0.0,0.0
1304546903,1,01,urbano,2655,1031,2,1,45094.975,4660.52,2366.33,0.0,0.0
1304558801,1,01,urbano,7343,395,1,0,66344.23,4660.52,2366.33,0.0,0.0
1304562802,1,01,urbano,7352,411,4,3,15331.96,4660.52,2366.33,0.0,0.0
1304564505,1,01,urbano,7322,501,2,1,22454.565,4660.52,2366.33,0.0,0.0
1304570818,1,01,urbano,4312,420,8,7,3775.65625,4660.52,2366.33,1.0,0.0
1304572924,1,01,urbano,2271,356,4,3,26269.255,4660.52,2366.33,0.0,0.0
1304577021,1,01,urbano,7322,464,3,2,24041.75333333333,4660.52,2366.33,0.0,0.0
1304580020,1,01,urbano,4312,385,1,0,44563.62,4660.52,2366.33,0.0,0.0
1304581613,1,01,urbano,7342,397,1,0,20409.82,4660.52,2366.33,0.0,0.0
1304586203,1,01,urbano,2162,379,6,5,18876.406666666666,4660.52,2366.33,0.0,0.0
1304586206,1,01,urbano,2172,379,3,2,22689.55,4660.52,2366.33,0.0,0.0
1304604201,1,01,urbano,7342,136,5,4,6023.364,4660.52,2366.33,0.0,0.0
1304604205,1,01,urbano,7342,136,3,2,4845.586666666667,4660.52,2366.33,0.0,0.0
1304604408,1,01,urbano,7342,136,4,3,9580.625,4660.52,2366.33,0.0,0.0
1304604613,1,01,urbano,7342,136,2,1,13192.615,4660.52,2366.33,0.0,0.0
1304604821,1,01,urbano,7342,136,6,5,8043.811666666667,4660.52,2366.33,0.0,0.0
1304611816,1,01,urbano,5212,296,2,1,36739.45,4660.52,2366.33,0.0,0.0
1364614304,1,01,rural,7332,315,1,0,16406.94,3342.21,1795.77,0.0,0.0
1364617713,1,01,rural,7343,381,5,4,14013.624,3342.21,1795.77,0.0,0.0
1364617717,1,01,rural,2163,381,2,1,19424.245,3342.21,1795.77,0.0,0.0
1364620203,1,01,rural,7343,338,3,2,6020.09,3342.21,1795.77,0.0,0.0
1364620206,1,01,rural,7343,338,3,2,24130.26,3342.21,1795.77,0.0,0.0
1364624406,1,01,rural,7343,397,1,0,34296.73,3342.21,1795.77,0.0,0.0
1364625305,1,01,rural,5212,418,2,1,11684.205,3342.21,1795.77,0.0,0.0
1364625718,1,01,rural,1422,418,5,4,27306.79,3342.21,1795.77,0.0,0.0
1364628923,1,01,rural,8155,329,5,4,14725.948,3342.21,1795.77,0.0,0.0
1364630206,1,01,rural,5212,352,2,1,14734.265,3342.21,1795.77,0.0,0.0
1364632206,1,01,rural,2172,422,3,2,9503.19,3342.21,1795.77,0.0,0.0
1364635301,1,01,rural,5212,378,2,1,23568.43,3342.21,1795.77,0.0,0.0
1364637203,1,01,rural,7343,361,2,1,25015.255,3342.21,1795.77,0.0,0.0
1364637409,1,01,rural,7313,361,3,2,11415.37,3342.21,1795.77,0.0,0.0
1364637411,1,01,rural,7313,361,4,3,20653.6325,3342.21,1795.77,0.0,0.0
1364640921,1,01,rural,3222,345,2,1,49488.475,3342.21,1795.77,0.0,0.0
1364640921,1,01,rural,3222,345,2,1,49488.475,3342.21,1795.77,0.0,0.0
1364642023,1,01,rural,2172,377,4,3,12171.455,3342.21,1795.77,0.0,0.0
1364643306,1,01,rural,7343,411,1,0,5753.42,3342.21,1795.77,0.0,0.0
1364645718,1,01,rural,2271,411,2,1,82573.76,3342.21,1795.77,0.0,0.0
1364652023,1,01,rural,2173,352,2,1,10691.655,3342.21,1795.77,0.0,0.0
1364654022,1,01,rural,7611,366,3,2,19041.256666666664,3342.21,1795.77,0.0,0.0
1364654607,1,01,rural,2161,366,5,4,4563.932,3342.21,1795.77,0.0,0.0
1364654612,1,01,rural,2163,366,5,4,13002.034,3342.21,1795.77,0.0,0.0
1364654813,1,01,rural,7611,366,4,3,13909.915,3342.21,1795.77,0.0,0.0
1364655715,1,01,rural,7342,369,3,2,13728.463333333333,3342.21,1795.77,0.0,0.0
1404668024,1,01,urbano,7342,858,4,3,5716.5125,4660.52,2366.33,0.0,0.0
1404668402,1,01,urbano,7342,858,5,4,21584.218,4660.52,2366.33,0.0,0.0
1404671412,1,01,urbano,7353,610,5,4,19094.856,4660.52,2366.33,0.0,0.0
1404672203,1,01,urbano,2271,1524,2,1,50251.635,4660.52,2366.33,0.0,0.0
1404672203,1,01,urbano,2271,1524,2,1,50251.635,4660.52,2366.33,0.0,0.0
1404673922,1,01,urbano,2655,603,4,3,19255.96,4660.52,2366.33,0.0,0.0
1404678505,1,01,urbano,4312,857,8,7,15794.885,4660.52,2366.33,0.0,0.0
1404694805,1,01,urbano,2271,1295,1,0,69860.63,4660.52,2366.33,0.0,0.0
1404702803,1,01,urbano,2271,1197,3,2,23887.576666666664,4660.52,2366.33,0.0,0.0
1404708905,1,01,urbano,9713,1222,3,2,22134.196666666667,4660.52,2366.33,0.0,0.0
1404712801,1,01,urbano,2636,1132,1,0,104911.79,4660.52,2366.33,0.0,0.0
1404719201,1,01,urbano,2712,1188,2,1,26655.43,4660.52,2366.33,0.0,0.0
1404719203,3,01,urbano,2271,1188,1,0,48164.82,4660.52,2366.33,0.0,0.0
1404720906,1,01,urbano,2161,1065,1,0,62092.66,4660.52,2366.33,0.0,0.0
1404724604,1,01,urbano,2162,1247,3,2,33442.61666666667,4660.52,2366.33,0.0,0.0
1404754603,1,01,urbano,7353,1802,4,3,8888.11,4660.52,2366.33,0.0,0.0
1404761203,1,01,urbano,2161,1412,1,0,54754.51,4660.52,2366.33,0.0,0.0
1404761205,1,01,urbano,2162,1412,2,1,46050.805,4660.52,2366.33,0.0,0.0
1404768606,1,01,urbano,2553,1471,2,1,113574.925,4660.52,2366.33,0.0,0.0
1404781204,1,01,urbano,2161,577,2,1,266183.13,4660.52,2366.33,0.0,0.0
1404782301,1,01,urbano,2712,713,1,0,129674.72,4660.52,2366.33,0.0,0.0
1404784407,1,01,urbano,7313,688,2,1,22599.885,4660.52,2366.33,0.0,0.0
1404784921,1,01,urbano,2543,688,2,1,24407.605,4660.52,2366.33,0.0,0.0
1414786608,1,01,urbano,4312,656,5,4,38513.114,4660.52,2366.33,0.0,0.0
1414788205,1,01,urbano,2712,4023,1,0,99692.26,4660.52,2366.33,0.0,0.0
1414795902,1,01,urbano,2271,1194,4,3,24107.8125,4660.52,2366.33,0.0,0.0
1414802505,1,01,urbano,1322,1436,3,2,94385.85333333333,4660.52,2366.33,0.0,0.0
1414804205,1,01,urbano,7321,2650,3,2,23025.51,4660.52,2366.33,0.0,0.0
1414806605,1,01,urbano,7201,2285,4,3,13069.53,4660.52,2366.33,0.0,0.0
1414810602,1,01,urbano,2271,1677,3,2,21581.963333333333,4660.52,2366.33,0.0,0.0
1414813601,1,01,urbano,2271,1063,3,2,52049.17333333333,4660.52,2366.33,0.0,0.0
1414816606,1,01,urbano,2172,1901,4,3,9012.29,4660.52,2366.33,0.0,0.0
1414823801,1,01,urbano,7223,1184,4,3,20680.3175,4660.52,2366.33,0.0,0.0
1414837406,1,01,urbano,2271,1401,2,1,66888.575,4660.52,2366.33,0.0,0.0
1414843504,1,01,urbano,7353,1202,1,0,34242.71,4660.52,2366.33,0.0,0.0
1414848405,1,01,urbano,2172,1001,1,0,33913.43,4660.52,2366.33,0.0,0.0
1414850204,1,01,urbano,2271,1064,5,4,35397.344,4660.52,2366.33,0.0,0.0
1414854002,1,01,urbano,2162,1187,1,0,55027.16,4660.52,2366.33,0.0,0.0
1414865201,1,01,urbano,3222,1331,3,2,57711.543333333335,4660.52,2366.33,0.0,0.0
1414866901,1,01,urbano,5212,1125,5,4,7219.562,4660.52,2366.33,0.0,0.0
1414872006,1,01,urbano,2544,941,3,2,16664.09,4660.52,2366.33,0.0,0.0
1414874206,1,01,urbano,4312,1685,5,4,15820.982,4660.52,2366.33,0.0,0.0
1414875401,1,01,urbano,5212,877,6,5,19940.74,4660.52,2366.33,0.0,0.0
1414875401,1,01,urbano,5212,877,6,5,19940.74,4660.52,2366.33,0.0,0.0
