folioviv,foliohog,numren,ambito,sinco,factor_w,tam_hogar,dependientes,ingreso_pc_mensual,linea_pobreza,linea_pobreza_extrema,_bajo_lp,_bajo_lpei
0602128503,1,01,urbano,5212,111,1,0,36489.13,4660.52,2366.33,0.0,0.0
0602131905,1,01,urbano,5212,120,2,1,36253.12,4660.52,2366.33,0.0,0.0
0602143501,1,01,urbano,2271,113,3,2,37597.13333333333,4660.52,2366.33,0.0,0.0
0602149402,1,01,urbano,7332,112,2,1,20111.615,4660.52,2366.33,0.0,0.0
0602154801,1,01,urbano,1422,125,3,2,65275.53,4660.52,2366.33,0.0,0.0
0602161301,1,01,urbano,2655,65,1,0,24925.0,4660.52,2366.33,0.0,0.0
0602164021,1,01,urbano,7201,69,5,4,103813.67,4660.52,2366.33,0.0,0.0
0602173806,1,01,urbano,7332,96,1,0,12826.22,4660.52,2366.33,0.0,0.0
0602183803,1,01,urbano,7332,86,3,2,24740.210000000003,4660.52,2366.33,0.0,0.0
0602188502,1,01,urbano,2552,126,2,1,38176.62,4660.52,2366.33,0.0,0.0
0602189501,1,01,urbano,2271,109,1,0,46372.71,4660.52,2366.33,0.0,0.0
0602203906,1,01,urbano,7201,125,1,0,62502.98,4660.52,2366.33,0.0,0.0
0602211802,1,01,urbano,7332,116,2,1,25289.9,4660.52,2366.33,0.0,0.0
0602220403,1,01,urbano,2712,105,1,0,43140.0,4660.52,2366.33,0.0,0.0
0602227406,1,01,urbano,1421,135,1,0,319942.72,4660.52,2366.33,0.0,0.0
0602230004,1,01,urbano,2636,121,2,1,34170.91,4660.52,2366.33,0.0,0.0
0602244401,1,01,urbano,5212,121,4,3,11537.3575,4660.52,2366.33,0.0,0.0
0602275022,1,01,urbano,5212,97,3,2,13385.866666666667,4660.52,2366.33,0.0,0.0
0602275609,1,01,urbano,7999,97,3,2,23127.86333333333,4660.52,2366.33,0.0,0.0
0602277507,1,01,urbano,2271,90,3,2,68401.38333333333,4660.52,2366.33,0.0,0.0
0602282611,1,01,urbano,4312,112,5,4,7103.603999999999,4660.52,2366.33,0.0,0.0
0602285206,1,01,urbano,2271,116,2,1,56750.845,4660.52,2366.33,0.0,0.0
0602297901,1,01,urbano,2271,138,2,1,76757.965,4660.52,2366.33,0.0,0.0
0602302401,1,01,urbano,7343,109,2,1,28644.095,4660.52,2366.33,0.0,0.0
0602303702,1,01,urbano,2172,107,2,1,36242.21,4660.52,2366.33,0.0,0.0
0602311405,1,01,urbano,2271,198,2,1,74913.155,4660.52,2366.33,0.0,0.0
0602321202,1,01,urbano,2552,115,1,0,17001.06,4660.52,2366.33,0.0,0.0
0602321202,2,01,urbano,5212,115,2,1,22586.53,4660.52,2366.33,0.0,0.0
0602321202,2,01,urbano,4233,115,2,1,22586.53,4660.52,2366.33,0.0,0.0
0602330003,1,01,urbano,5212,128,3,2,13603.633333333333,4660.52,2366.33,0.0,0.0
0602344006,1,01,urbano,2712,106,1,0,43619.88,4660.52,2366.33,0.0,0.0
0602350805,1,01,urbano,2271,148,4,3,22549.8725,4660.52,2366.33,0.0,0.0
0602359802,1,01,urbano,2271,103,3,2,44744.08666666667,4660.52,2366.33,0.0,0.0
0602359802,1,01,urbano,2271,103,3,2,44744.08666666667,4660.52,2366.33,0.0,0.0
0602363301,1,01,urbano,2162,108,1,0,102624.27,4660.52,2366.33,0.0,0.0
0602374003,1,01,urbano,2271,127,3,2,37995.03,4660.52,2366.33,0.0,0.0
0602375306,1,01,urbano,2271,132,2,1,70573.62,4660.52,2366.33,0.0,0.0
0602381806,1,01,urbano,2552,139,3,2,48400.46,4660.52,2366.33,0.0,0.0
0662388814,1,01,rural,7321,16,1,0,21557.39,3342.21,1795.77,0.0,0.0
0662389814,1,01,rural,7332,24,1,0,33754.73,3342.21,1795.77,0.0,0.0
0662392305,1,01,rural,7343,14,2,1,15661.81,3342.21,1795.77,0.0,0.0
0662393019,1,01,rural,7999,14,2,1,11715.45,3342.21,1795.77,0.0,0.0
0662398511,1,01,rural,7343,18,6,5,5485.916666666667,3342.21,1795.77,0.0,0.0
0662405024,1,01,rural,2172,16,5,4,12734.744,3342.21,1795.77,0.0,0.0
0662411920,1,01,rural,7343,14,2,1,10331.64,3342.21,1795.77,0.0,0.0
0662414616,1,01,rural,9713,20,4,3,11114.6175,3342.21,1795.77,0.0,0.0
0662418202,1,01,rural,7353,17,1,0,7125.65,3342.21,1795.77,0.0,0.0
0662428616,1,01,rural,4312,14,2,1,19222.435,3342.21,1795.77,0.0,0.0
0662429511,1,01,rural,7332,17,2,1,3093.735,3342.21,1795.77,1.0,0.0
0662434407,1,01,rural,5212,23,2,1,26841.615,3342.21,1795.77,0.0,0.0
0662440303,1,01,rural,1722,22,2,1,102793.54,3342.21,1795.77,0.0,0.0
0662440817,1,01,rural,7313,22,3,2,8106.546666666666,3342.21,1795.77,0.0,0.0
0702454604,1,01,urbano,7353,849,3,2,12696.626666666665,4660.52,2366.33,0.0,0.0
0702454606,1,01,urbano,9713,849,2,1,12049.17,4660.52,2366.33,0.0,0.0
0702455806,1,01,urbano,7321,711,3,2,15164.256666666666,4660.52,2366.33,0.0,0.0
0702459204,1,01,urbano,2271,891,2,1,40238.375,4660.52,2366.33,0.0,0.0
0702465506,1,01,urbano,7343,672,4,3,4866.405,4660.52,2366.33,0.0,0.0
0702472706,1,01,urbano,7353,751,2,1,7621.47,4660.52,2366.33,0.0,0.0
0702476411,1,01,urbano,2552,664,2,1,11845.515,4660.52,2366.33,0.0,0.0
0702476717,1,01,urbano,7353,664,4,3,1971.515,4660.52,2366.33,1.0,1.0
0702482002,1,01,urbano,2712,668,4,3,12292.3575,4660.52,2366.33,0.0,0.0
0702490003,1,01,urbano,3222,550,2,1,46846.065,4660.52,2366.33,0.0,0.0
0702492603,1,01,urbano,7343,595,6,5,2692.733333333333,4660.52,2366.33,1.0,0.0
0702497817,1,01,urbano,5212,712,2,1,15624.585,4660.52,2366.33,0.0,0.0
0702499401,1,01,urbano,7332,942,1,0,10983.2,4660.52,2366.33,0.0,0.0
0702528202,1,01,urbano,2172,988,3,2,9935.833333333334,4660.52,2366.33,0.0,0.0
0702528206,1,01,urbano,2625,988,4,3,21154.0575,4660.52,2366.33,0.0,0.0
0702531404,1,01,urbano,2162,550,4,3,3680.7025,4660.52,2366.33,1.0,0.0
0702535603,1,01,urbano,2271,808,3,2,29491.8,4660.52,2366.33,0.0,0.0
0702548702,1,01,urbano,7322,719,4,3,12743.8425,4660.52,2366.33,0.0,0.0
0702553203,1,01,urbano,2544,1256,3,2,30070.179999999997,4660.52,2366.33,0.0,0.0
0702563405,1,01,urbano,4312,1419,1,0,18072.57,4660.52,2366.33,0.0,0.0
0702569402,1,01,urbano,2655,672,5,4,12059.546,4660.52,2366.33,0.0,0.0
0712571617,1,01,urbano,2625,519,4,3,9442.615,4660.52,2366.33,0.0,0.0
0712573305,1,01,urbano,1422,677,5,4,8801.502,4660.52,2366.33,0.0,0.0
0712573715,1,01,urbano,2271,677,3,2,19344.253333333334,4660.52,2366.33,0.0,0.0
0712578803,1,01,urbano,7343,758,1,0,9186.88,4660.52,2366.33,0.0,0.0
0712579408,1,01,urbano,7332,324,5,4,3779.8379999999997,4660.52,2366.33,1.0,0.0
0762585612,1,01,rural,2172,690,6,5,10403.27,3342.21,1795.77,0.0,0.0
0762586713,1,01,rural,2655,568,3,2,11014.980000000001,3342.21,1795.77,0.0,0.0
0762587203,1,01,rural,7342,668,3,2,2760.72,3342.21,1795.77,1.0,0.0
0762587412,1,01,rural,7343,668,4,3,1999.91,3342.21,1795.77,1.0,0.0
0762588301,1,01,rural,7332,672,1,0,6376.04,3342.21,1795.77,0.0,0.0
0762588510,1,01,rural,7332,672,2,1,9468.535,3342.21,1795.77,0.0,0.0
0762589206,1,01,rural,7343,653,1,0,9513.02,3342.21,1795.77,0.0,0.0
0762589206,2,01,rural,7343,653,3,2,2939.693333333333,3342.21,1795.77,1.0,0.0
0762589409,1,01,rural,7343,653,4,3,9002.68,3342.21,1795.77,0.0,0.0
0762590508,1,01,rural,7313,585,2,1,20997.06,3342.21,1795.77,0.0,0.0
0762602715,1,01,rural,7342,631,7,6,1087.8671428571429,3342.21,1795.77,1.0,1.0
0762618401,1,01,rural,2172,644,4,3,6789.64,3342.21,1795.77,0.0,0.0
0762620824,1,01,rural,7332,717,2,1,13634.245,3342.21,1795.77,0.0,0.0
0762621305,1,01,rural,2152,658,5,4,9551.096000000001,3342.21,1795.77,0.0,0.0
0762625919,1,01,rural,7343,680,4,3,15483.6,3342.21,1795.77,0.0,0.0
0802628410,1,01,urbano,7342,314,1,0,33548.74,4660.52,2366.33,0.0,0.0
0802628714,1,01,urbano,7342,314,4,3,23691.74,4660.52,2366.33,0.0,0.0
0802644920,1,01,urbano,7353,495,1,0,26859.91,4660.52,2366.33,0.0,0.0
0802662306,1,01,urbano,2271,356,4,3,50881.395,4660.52,2366.33,0.0,0.0
0802663704,1,01,urbano,2271,385,4,3,67463.095,4660.52,2366.33,0.0,0.0
0802664904,1,01,urbano,2652,398,3,2,23106.03,4660.52,2366.33,0.0,0.0
0802689501,1,01,urbano,7201,394,5,4,29943.765999999996,4660.52,2366.33,0.0,0.0
0802706501,1,01,urbano,5212,360,2,1,27626.625,4660.52,2366.33,0.0,0.0
0802709402,1,01,urbano,4312,380,3,2,33889.63,4660.52,2366.33,0.0,0.0
0802742906,1,01,urbano,2271,352,1,0,211383.21,4660.52,2366.33,0.0,0.0
0802742906,1,01,urbano,2271,352,1,0,211383.21,4660.52,2366.33,0.0,0.0
0802760205,1,01,urbano,2173,384,5,4,52575.704000000005,4660.52,2366.33,0.0,0.0
0802776606,1,01,urbano,2271,411,4,3,14489.7475,4660.52,2366.33,0.0,0.0
0802786601,1,01,urbano,9713,393,3,2,11803.276666666667,4660.52,2366.33,0.0,0.0
0802790906,1,01,urbano,2271,394,4,3,11922.5475,4660.52,2366.33,0.0,0.0
0802791804,1,01,urbano,2172,287,2,1,31535.12,4660.52,2366.33,0.0,0.0
0802798503,1,01,urbano,2543,398,3,2,41739.12666666667,4660.52,2366.33,0.0,0.0
0802813404,1,01,urbano,2271,416,3,2,22499.99666666667,4660.52,2366.33,0.0,0.0
0802825005,1,01,urbano,8144,334,2,1,19000.655,4660.52,2366.33,0.0,0.0
0802825006,1,01,urbano,2172,334,2,1,62536.895,4660.52,2366.33,0.0,0.0
0802848921,1,01,urbano,5212,393,4,3,13362.81,4660.52,2366.33,0.0,0.0
0802849903,1,01,urbano,7601,361,4,3,34321.96,4660.52,2366.33,0.0,0.0
0802874305,1,01,urbano,7322,348,5,4,16317.388,4660.52,2366.33,0.0,0.0
0802891601,1,01,urbano,7321,349,7,6,18228.425714285713,4660.52,2366.33,0.0,0.0
0802900903,1,01,urbano,7321,492,5,4,14244.106,4660.52,2366.33,0.0,0.0
0802915905,1,01,urbano,2271,306,4,3,17364.91,4660.52,2366.33,0.0,0.0
0802919406,1,01,urbano,2271,286,2,1,120818.1,4660.52,2366.33,0.0,0.0
0802921202,1,01,urbano,5212,379,2,1,60904.2,4660.52,2366.33,0.0,0.0
0802935001,1,01,urbano,2625,394,1,0,35798.82,4660.52,2366.33,0.0,0.0
0802939904,1,01,urbano,8144,287,3,2,41272.32666666667,4660.52,2366.33,0.0,0.0
0802954505,1,01,urbano,2625,351,2,1,20984.365,4660.52,2366.33,0.0,0.0
0802965905,1,01,urbano,7322,351,2,1,35084.785,4660.52,2366.33,0.0,0.0
0802977005,1,01,urbano,7223,329,4,3,25412.8825,4660.52,2366.33,0.0,0.0
0802989204,1,01,urbano,2173,283,4,3,38579.87,4660.52,2366.33,0.0,0.0
0803011803,1,01,urbano,5212,343,2,1,19622.945,4660.52,2366.33,0.0,0.0
0803017705,1,01,urbano,5212,328,3,2,9168.846666666666,4660.52,2366.33,0.0,0.0
0803018603,1,01,urbano,2162,332,5,4,72339.334,4660.52,2366.33,0.0,0.0
0803019801,1,01,urbano,2271,368,4,3,33168.9625,4660.52,2366.33,0.0,0.0
0803022503,1,01,urbano,2271,344,4,3,77657.7325,4660.52,2366.33,0.0,0.0
0803022505,1,01,urbano,2271,344,2,1,123932.545,4660.52,2366.33,0.0,0.0
0803030801,1,01,urbano,7999,333,2,1,27319.665,4660.52,2366.33,0.0,0.0
0803057802,1,01,urbano,5212,307,3,2,38078.676666666666,4660.52,2366.33,0.0,0.0
0803059306,1,01,urbano,2271,360,5,4,15354.432,4660.52,2366.33,0.0,0.0
0803059306,1,01,urbano,2172,360,5,4,15354.432,4660.52,2366.33,0.0,0.0
0803071201,1,01,urbano,7342,279,3,2,47302.369999999995,4660.52,2366.33,0.0,0.0
0803074903,1,01,urbano,7353,322,6,5,22263.84,4660.52,2366.33,0.0,0.0
0803075203,1,01,urbano,2271,348,4,3,68702.355,4660.52,2366.33,0.0,0.0
0803087202,1,01,urbano,2544,343,5,4,16580.757999999998,4660.52,2366.33,0.0,0.0
0803088405,1,01,urbano,4312,359,3,2,26608.693333333333,4660.52,2366.33,0.0,0.0
0803099703,1,01,urbano,8144,307,5,4,38599.856,4660.52,2366.33,0.0,0.0
0803123023,1,01,urbano,2172,294,4,3,24123.9075,4660.52,2366.33,0.0,0.0
0803123612,1,01,urbano,2173,294,3,2,38768.13,4660.52,2366.33,0.0,0.0
0803125615,1,01,urbano,7353,482,4,3,15368.85,4660.52,2366.33,0.0,0.0
0803129814,1,01,urbano,2271,463,1,0,39565.57,4660.52,2366.33,0.0,0.0
0863143411,1,01,rural,7332,63,4,3,7879.33,3342.21,1795.77,0.0,0.0
0863145024,1,01,rural,7313,83,13,12,3629.920769230769,3342.21,1795.77,0.0,0.0
0863149508,1,01,rural,7999,80,4,3,7717.92,3342.21,1795.77,0.0,0.0
0863152201,1,01,rural,5212,68,4,3,10710.9825,3342.21,1795.77,0.0,0.0
0863152714,1,01,rural,7332,68,2,1,4628.865,3342.21,1795.77,0.0,0.0
0863161407,1,01,rural,7201,80,5,4,18276.156,3342.21,1795.77,0.0,0.0
0863166304,1,01,rural,7353,86,3,2,32188.186666666665,3342.21,1795.77,0.0,0.0
0863171304,1,01,rural,2172,94,3,2,25321.166666666668,3342.21,1795.77,0.0,0.0
0863179511,1,01,rural,4312,80,2,1,13885.475,3342.21,1795.77,0.0,0.0
0863185821,1,01,rural,7313,80,3,2,24024.58,3342.21,1795.77,0.0,0.0
0863187408,1,01,rural,2271,76,2,1,45228.76,3342.21,1795.77,0.0,0.0
0863213304,1,01,rural,5212,70,3,2,29647.086666666666,3342.21,1795.77,0.0,0.0
0903230304,1,01,urbano,2271,1317,3,2,142855.89333333334,4660.52,2366.33,0.0,0.0
0903237402,1,01,urbano,2543,1625,3,2,37369.56,4660.52,2366.33,0.0,0.0
0903247703,1,01,urbano,2131,1553,1,0,198688.5,4660.52,2366.33,0.0,0.0
0903256602,1,01,urbano,5212,1585,3,2,47327.85666666667,4660.52,2366.33,0.0,0.0
0903258001,1,01,urbano,2152,1485,2,1,42786.68,4660.52,2366.33,0.0,0.0
0903260502,1,01,urbano,2152,1239,1,0,49942.73,4660.52,2366.33,0.0,0.0
0903260503,1,01,urbano,2271,1239,2,1,154099.74,4660.52,2366.33,0.0,0.0
0903286706,1,01,urbano,7301,1596,5,4,16780.322,4660.52,2366.33,0.0,0.0
0903293803,1,01,urbano,7342,1124,2,1,59336.055,4660.52,2366.33,0.0,0.0
0903294705,1,01,urbano,7322,1276,4,3,15885.2425,4660.52,2366.33,0.0,0.0
0903298902,1,01,urbano,5212,1604,3,2,35289.48333333333,4660.52,2366.33,0.0,0.0
0903311805,1,01,urbano,9713,1526,3,2,33032.776666666665,4660.52,2366.33,0.0,0.0
0903313303,1,01,urbano,7322,1380,4,3,12536.385,4660.52,2366.33,0.0,0.0
0903314301,1,01,urbano,7301,1665,3,2,33989.97,4660.52,2366.33,0.0,0.0
0903317502,1,01,urbano,2636,1208,6,5,18867.301666666666,4660.52,2366.33,0.0,0.0
0903328603,1,01,urbano,4312,1456,3,2,70398.77,4660.52,2366.33,0.0,0.0
0903328606,1,01,urbano,5212,1456,1,0,51354.98,4660.52,2366.33,0.0,0.0
0903341601,1,01,urbano,2271,1640,3,2,26229.50333333333,4660.52,2366.33,0.0,0.0
0903346501,1,01,urbano,2161,1534,4,3,14070.3775,4660.52,2366.33,0.0,0.0
0903355601,1,01,urbano,2271,1195,3,2,28967.196666666667,4660.52,2366.33,0.0,0.0
0903360003,1,01,urbano,2712,1408,2,1,11136.96,4660.52,2366.33,0.0,0.0
0903363901,1,01,urbano,4312,1734,4,3,21019.94,4660.52,2366.33,0.0,0.0
0903370201,1,01,urbano,7352,1444,5,4,17162.282,4660.52,2366.33,0.0,0.0
0903370202,1,01,urbano,2271,1444,3,2,42672.49,4660.52,2366.33,0.0,0.0
0903377001,1,01,urbano,7999,1558,4,3,7960.5925,4660.52,2366.33,0.0,0.0
0903378003,1,01,urbano,2172,1516,2,1,33272.695,4660.52,2366.33,0.0,0.0
0903379304,1,01,urbano,2655,1218,4,3,15210.3925,4660.52,2366.33,0.0,0.0
0903388405,1,01,urbano,8144,1579,4,3,13102.965,4660.52,2366.33,0.0,0.0
0903389502,1,01,urbano,2271,1354,1,0,149445.1,4660.52,2366.33,0.0,0.0
0913408201,1,01,urbano,2271,2562,1,0,133516.48,4660.52,2366.33,0.0,0.0
0913408205,1,01,urbano,7301,2562,1,0,123626.36,4660.52,2366.33,0.0,0.0
0913411901,1,01,urbano,7301,1658,2,1,34640.005,4660.52,2366.33,0.0,0.0
0913416305,1,01,urbano,5212,1207,1,0,42396.54,4660.52,2366.33,0.0,0.0
0913419605,1,01,urbano,2271,1632,2,1,83975.39,4660.52,2366.33,0.0,0.0
0913422806,1,01,urbano,3222,1295,4,3,19241.795,4660.52,2366.33,0.0,0.0
0913423004,1,01,urbano,2652,1498,2,1,61457.295,4660.52,2366.33,0.0,0.0
0913425801,1,01,urbano,7343,1556,4,3,35864.7475,4660.52,2366.33,0.0,0.0
0913429303,1,01,urbano,2152,1169,2,1,36389.335,4660.52,2366.33,0.0,0.0
0913437205,1,01,urbano,2271,1643,1,0,129488.63,4660.52,2366.33,0.0,0.0
0913442804,1,01,urbano,1322,1505,4,3,166106.55,4660.52,2366.33,0.0,0.0
0913442806,1,01,urbano,2544,1505,2,1,185778.67,4660.52,2366.33,0.0,0.0
0913457804,1,01,urbano,1722,1738,3,2,32901.63333333333,4660.52,2366.33,0.0,0.0
0913458004,1,01,urbano,1722,1957,3,2,28790.286666666667,4660.52,2366.33,0.0,0.0
0913459503,1,01,urbano,2144,1659,2,1,42752.46,4660.52,2366.33,0.0,0.0
0913465402,1,01,urbano,2655,1512,2,1,13890.815,4660.52,2366.33,0.0,0.0
0913468205,1,01,urbano,2712,1761,1,0,123309.55,4660.52,2366.33,0.0,0.0
0913470604,1,01,urbano,2271,1656,4,3,74588.1075,4660.52,2366.33,0.0,0.0
0913477506,1,01,urbano,2271,1501,3,2,31810.559999999998,4660.52,2366.33,0.0,0.0
0913486203,1,01,urbano,2543,1594,2,1,52943.175,4660.52,2366.33,0.0,0.0
0913494006,1,01,urbano,2552,1451,5,4,36452.67,4660.52,2366.33,0.0,0.0
0913498304,1,01,urbano,7301,1610,3,2,20267.873333333333,4660.52,2366.33,0.0,0.0
0913499506,1,01,urbano,2271,1348,3,2,85620.79,4660.52,2366.33,0.0,0.0
0913501606,1,01,urbano,2152,1549,2,1,93788.72,4660.52,2366.33,0.0,0.0
0913504301,1,01,urbano,2175,1212,1,0,89902.15,4660.52,2366.33,0.0,0.0
0913504301,1,01,urbano,2175,1212,1,0,89902.15,4660.52,2366.33,0.0,0.0
0913505502,1,01,urbano,2541,1563,2,1,141330.74,4660.52,2366.33,0.0,0.0
0913505504,1,01,urbano,1721,1563,1,0,304407.93,4660.52,2366.33,0.0,0.0
0913509401,1,01,urbano,2271,1111,1,0,110543.47,4660.52,2366.33,0.0,0.0
0913512004,1,01,urbano,2173,1218,2,1,53413.03,4660.52,2366.33,0.0,0.0
0913527201,1,01,urbano,2271,1251,4,3,18414.1425,4660.52,2366.33,0.0,0.0
0913528902,1,01,urbano,2712,1723,2,1,32294.825,4660.52,2366.33,0.0,0.0
0913529203,2,01,urbano,2271,934,1,0,77142.85,4660.52,2366.33,0.0,0.0
0913535304,1,01,urbano,2271,2828,2,1,58451.075,4660.52,2366.33,0.0,0.0
0913545705,1,01,urbano,2172,718,2,1,165368.835,4660.52,2366.33,0.0,0.0
0913547906,3,01,urbano,2271,1535,1,0,77771.73,4660.52,2366.33,0.0,0.0
0913553004,1,01,urbano,2271,1691,5,4,103382.212,4660.52,2366.33,0.0,0.0
0913554302,1,01,urbano,1421,1591,2,1,113125.735,4660.52,2366.33,0.0,0.0
0913558205,1,01,urbano,1722,1269,2,1,86307.15,4660.52,2366.33,0.0,0.0
0913558205,1,01,urbano,2151,1269,2,1,86307.15,4660.52,2366.33,0.0,0.0
0913562006,1,01,urbano,4233,1861,1,0,263641.3,4660.52,2366.33,0.0,0.0
0913563306,1,01,urbano,5212,1792,4,3,32569.775,4660.52,2366.33,0.0,0.0
0923574506,1,01,urbano,7342,1568,4,3,10056.5175,4660.52,2366.33,0.0,0.0
0923583403,1,01,urbano,2271,1735,2,1,109198.355,4660.52,2366.33,0.0,0.0
0923587004,1,01,urbano,2271,2374,4,3,24627.71,4660.52,2366.33,0.0,0.0
0923588304,1,01,urbano,2271,2335,1,0,237245.04,4660.52,2366.33,0.0,0.0
0923596201,1,01,urbano,2542,1407,4,3,102239.18,4660.52,2366.33,0.0,0.0
0923596202,1,01,urbano,2271,1407,2,1,61689.545,4660.52,2366.33,0.0,0.0
0923599604,1,01,urbano,7332,1698,6,5,27337.73833333333,4660.52,2366.33,0.0,0.0
0923600606,1,01,urbano,2552,1098,2,1,44016.39,4660.52,2366.33,0.0,0.0
0923602005,1,01,urbano,1322,1629,4,3,87108.035,4660.52,2366.33,0.0,0.0
0923603302,1,01,urbano,2162,1699,1,0,120830.98,4660.52,2366.33,0.0,0.0
0923604505,1,01,urbano,1421,1497,1,0,66986.41,4660.52,2366.33,0.0,0.0
0923608806,1,01,urbano,2655,1731,1,0,50326.21,4660.52,2366.33,0.0,0.0
0923613605,1,01,urbano,2543,1631,2,1,92090.145,4660.52,2366.33,0.0,0.0
0923613606,1,01,urbano,1721,1631,2,1,107827.855,4660.52,2366.33,0.0,0.0
0923615301,1,01,urbano,2271,1723,2,1,35351.495,4660.52,2366.33,0.0,0.0
0923617506,1,01,urbano,1422,1414,1,0,222301.87,4660.52,2366.33,0.0,0.0
0963620409,1,01,rural,2173,32,8,7,14182.9975,3342.21,1795.77,0.0,0.0
0963629713,1,01,rural,2164,24,2,1,37763.085,3342.21,1795.77,0.0,0.0
0963633019,1,01,rural,2271,24,5,4,15561.288,3342.21,1795.77,0.0,0.0
0963635717,1,01,rural,9713,32,2,1,21724.675,3342.21,1795.77,0.0,0.0
0963635924,1,01,rural,2271,32,7,6,23899.512857142858,3342.21,1795.77,0.0,0.0
0963635924,1,01,rural,2552,32,7,6,23899.512857142858,3342.21,1795.77,0.0,0.0
0963636614,1,01,rural,2652,34,6,5,15327.861666666666,3342.21,1795.77,0.0,0.0
0963642201,1,01,rural,8144,25,1,0,62456.86,3342.21,1795.77,0.0,0.0
1003654904,1,01,urbano,2173,306,5,4,6734.219999999999,4660.52,2366.33,0.0,0.0
1003656404,1,01,urbano,5212,241,3,2,24902.64,4660.52,2366.33,0.0,0.0
1003658605,1,01,urbano,7322,267,2,1,25453.625,4660.52,2366.33,0.0,0.0
1003675705,1,01,urbano,9713,263,2,1,21553.055,4660.52,2366.33,0.0,0.0
1003678501,1,01,urbano,9713,310,3,2,25962.22,4660.52,2366.33,0.0,0.0
1003701704,1,01,urbano,7999,276,5,4,5350.812,4660.52,2366.33,0.0,0.0
1003710305,1,01,urbano,2552,289,5,4,19038.214,4660.52,2366.33,0.0,0.0
1003717002,1,01,urbano,9713,266,5,4,5196.614,4660.52,2366.33,0.0,0.0
1003721504,1,01,urbano,2172,272,4,3,13565.4775,4660.52,2366.33,0.0,0.0
1003724904,1,01,urbano,4312,264,4,3,16862.77,4660.52,2366.33,0.0,0.0
1003726404,1,01,urbano,2162,276,2,1,24531.455,4660.52,2366.33,0.0,0.0
1003727703,1,01,urbano,2712,271,4,3,28665.9775,4660.52,2366.33,0.0,0.0
1003731001,1,01,urbano,2172,263,3,2,16141.300000000001,4660.52,2366.33,0.0,0.0
1003732304,1,01,urbano,9713,285,4,3,10270.72,4660.52,2366.33,0.0,0.0
1003750201,1,01,urbano,2173,263,3,2,91048.28000000001,4660.52,2366.33,0.0,0.0
1003761302,1,01,urbano,2552,264,1,0,187582.88,4660.52,2366.33,0.0,0.0
1003764701,1,01,urbano,7301,258,2,1,61131.135,4660.52,2366.33,0.0,0.0
1003772802,1,01,urbano,1322,222,2,1,35508.195,4660.52,2366.33,0.0,0.0
1003781505,1,01,urbano,2172,231,2,1,47063.72,4660.52,2366.33,0.0,0.0
1003782704,1,01,urbano,2271,247,3,2,45983.59333333333,4660.52,2366.33,0.0,0.0
1003799804,1,01,urbano,2271,236,3,2,21460.41,4660.52,2366.33,0.0,0.0
1003799805,1,01,urbano,2172,236,2,1,17190.39,4660.52,2366.33,0.0,0.0
1003819903,1,01,urbano,2544,237,1,0,21041.21,4660.52,2366.33,0.0,0.0
1003822403,1,01,urbano,2636,264,1,0,56677.97,4660.52,2366.33,0.0,0.0
1003824604,1,01,urbano,7999,226,2,1,33015.445,4660.52,2366.33,0.0,0.0
1003825804,1,01,urbano,2172,220,1,0,34788.11,4660.52,2366.33,0.0,0.0
1003846304,1,01,urbano,2172,253,1,0,87580.11,4660.52,2366.33,0.0,0.0
1003847502,1,01,urbano,7353,278,2,1,20582.285,4660.52,2366.33,0.0,0.0
1003861801,1,01,urbano,2655,242,2,1,27577.86,4660.52,2366.33,0.0,0.0
1003892020,1,01,urbano,7301,239,4,3,13084.625,4660.52,2366.33,0.0,0.0
1003893713,1,01,urbano,2271,256,4,3,83168.835,4660.52,2366.33,0.0,0.0
1003896609,1,01,urbano,2173,301,2,1,13647.53,4660.52,2366.33,0.0,0.0
1003896609,2,01,urbano,2173,301,6,5,10857.533333333333,4660.52,2366.33,0.0,0.0
1003897022,1,01,urbano,2172,269,7,6,23871.72,4660.52,2366.33,0.0,0.0
1063912410,1,01,rural,5212,114,3,2,6218.866666666666,3342.21,1795.77,0.0,0.0
1063912411,1,01,rural,2172,114,5,4,12904.072,3342.21,1795.77,0.0,0.0
1063912714,1,01,rural,2271,114,4,3,8139.3375,3342.21,1795.77,0.0,0.0
1063918021,1,01,rural,2172,100,3,2,15245.63,3342.21,1795.77,0.0,0.0
1063926717,1,01,rural,7313,100,3,2,11445.9,3342.21,1795.77,0.0,0.0
1063930614,1,01,rural,7332,108,9,8,1982.5900000000001,3342.21,1795.77,1.0,0.0
1063930615,1,01,rural,7332,108,6,5,4326.503333333333,3342.21,1795.77,0.0,0.0
1063930924,1,01,rural,7343,108,6,5,3067.028333333333,3342.21,1795.77,1.0,0.0
1063936206,1,01,rural,2172,109,3,2,25435.929999999997,3342.21,1795.77,0.0,0.0
1063950202,1,01,rural,2172,102,4,3,35032.915,3342.21,1795.77,0.0,0.0
1063950713,1,01,rural,4312,102,1,0,31278.67,3342.21,1795.77,0.0,0.0
1063954205,1,01,rural,2172,101,1,0,23988.92,3342.21,1795.77,0.0,0.0
1063954820,1,01,rural,2172,101,2,1,11984.38,3342.21,1795.77,0.0,0.0
1103958304,1,01,urbano,7301,1189,2,1,91413.475,4660.52,2366.33,0.0,0.0
1103989301,1,01,urbano,7611,641,4,3,21364.1075,4660.52,2366.33,0.0,0.0
