folioviv,foliohog,numren,ambito,sinco,factor_w,_insegalim_modsev_proxy,_insegalim_severa_proxy
1104076904,1,01,urbano,7353,927,0,0
1104080304,1,01,urbano,7353,522,0,0
1104082403,1,01,urbano,7353,860,0,0
1104084601,1,01,urbano,1422,1099,0,0
1104087804,1,01,urbano,4312,832,0,0
1104088303,1,01,urbano,7342,736,0,0
1104089005,1,01,urbano,7353,918,0,0
1104095305,1,01,urbano,7332,1122,0,0
1104097305,1,01,urbano,2162,955,0,0
1104100802,1,01,urbano,7352,1319,0,0
1104114501,1,01,urbano,2625,869,0,0
1104119703,1,01,urbano,2271,1142,0,0
1104121804,1,01,urbano,7353,925,1,1
1104121806,1,01,urbano,7352,925,0,0
1104125503,1,01,urbano,7999,965,0,0
1104129503,1,01,urbano,2271,826,0,0
1104129506,1,01,urbano,7353,826,0,0
1104130903,1,01,urbano,2271,1340,0,0
1104131201,1,01,urbano,7352,834,1,1
1104136818,1,01,urbano,7353,897,0,0
1104137001,1,01,urbano,2541,776,0,0
1104140505,1,01,urbano,7353,828,0,0
1114150905,1,01,urbano,2144,1084,0,0
1114150905,1,01,urbano,2712,1084,0,0
1114156702,1,01,urbano,7353,722,0,0
1114161616,1,01,urbano,2172,850,0,0
1114163304,1,01,urbano,9713,3215,0,0
1114166601,1,01,urbano,4312,3668,0,0
1114168022,1,01,urbano,4312,662,0,0
1114168511,1,01,urbano,7343,662,1,1
1114168718,1,01,urbano,7343,662,0,0
1164183819,1,01,rural,1722,273,0,0
1164191201,1,01,rural,7999,234,0,0
1164191615,1,01,rural,7999,234,1,0
1164191616,1,01,rural,2173,234,1,0
1164191920,1,01,rural,7999,234,0,0
1164197715,1,01,rural,4312,275,0,0
1164200411,1,01,rural,7611,281,1,1
1164201507,1,01,rural,2173,324,0,0
1164206201,1,01,rural,4312,260,0,0
1164215607,1,01,rural,7342,277,0,0
1164223305,1,01,rural,2655,292,0,0
1164226512,1,01,rural,8155,306,0,0
1164228305,1,01,rural,7322,207,0,0
1164228512,1,01,rural,8155,207,0,0
1164236814,1,01,rural,2542,269,0,0
1164241509,1,01,rural,2172,329,0,0
1164242920,1,01,rural,2172,272,0,0
1164242921,1,01,rural,2172,272,0,0
1164246405,1,01,rural,7332,266,0,0
1204295202,1,01,urbano,7321,811,0,0
1204316902,1,01,urbano,2271,676,0,0
1204324601,1,01,urbano,2172,504,1,1
1204328003,1,01,urbano,5212,444,0,0
1204338511,1,01,urbano,7321,469,0,0
1204338512,1,01,urbano,7223,469,0,0
1204340206,1,01,urbano,2172,548,1,1
1204342302,1,01,urbano,2172,526,0,0
1204343021,1,01,urbano,7321,475,1,0
1204345023,1,01,urbano,7313,259,0,0
1204345508,1,01,urbano,7313,259,0,0
1204346409,1,01,urbano,2655,435,0,0
1204353605,1,01,urbano,2655,360,1,0
1204363806,1,01,urbano,2173,681,0,0
1204364405,1,01,urbano,7353,515,0,0
1204372301,1,01,urbano,2152,421,0,0
1204372302,1,01,urbano,2652,421,1,0
1204379606,1,01,urbano,7353,302,0,0
1204381805,1,01,urbano,2173,478,1,0
1204391301,1,01,urbano,2152,280,0,0
1204394921,1,01,urbano,2712,407,0,0
1204397201,1,01,urbano,7313,583,0,0
1204397922,1,01,urbano,7313,583,1,0
1204398302,1,01,urbano,7313,444,0,0
1204398716,1,01,urbano,7313,444,0,0
1204399022,1,01,urbano,7611,576,0,0
1204399817,1,01,urbano,9713,576,0,0
1204400023,1,01,urbano,2172,326,0,0
1204400507,1,01,urbano,5212,326,0,0
1204401407,1,01,urbano,2172,450,0,0
1204402510,1,01,urbano,2172,466,0,0
1204405716,1,01,urbano,2271,505,0,0
1204405919,1,01,urbano,2544,505,0,0
1204406201,1,01,urbano,7313,335,0,0
1204406202,1,01,urbano,7313,335,0,0
1204406203,1,01,urbano,7313,335,1,1
1204406205,1,01,urbano,7313,335,0,0
1204406206,1,01,urbano,7313,335,1,1
1204406507,1,01,urbano,7332,335,0,0
1204406510,1,01,urbano,7313,335,0,0
1204406512,1,01,urbano,7313,335,0,0
1204406715,1,01,urbano,7313,335,0,0
1204406716,1,01,urbano,7999,335,0,0
1204406718,1,01,urbano,7313,335,0,0
1204406919,1,01,urbano,7313,335,1,1
1204406924,1,01,urbano,7313,335,0,0
1204408206,1,01,urbano,7313,714,0,0
1204408407,1,01,urbano,7313,714,0,0
1204408616,1,01,urbano,7313,714,0,0
1204409020,1,01,urbano,7313,613,0,0
1204410019,1,01,urbano,7313,402,0,0
1204410020,1,01,urbano,7313,402,1,1
1204410023,1,01,urbano,7313,402,1,1
1204410401,1,01,urbano,7313,402,1,0
1204410404,1,01,urbano,7313,402,0,0
1204410610,1,01,urbano,7313,402,1,0
1204410611,1,01,urbano,7313,402,0,0
1204410612,1,01,urbano,7313,402,0,0
1204410817,1,01,urbano,7313,402,0,0
1204410818,1,01,urbano,7313,402,0,0
1204412301,1,01,urbano,7313,456,1,1
1204412507,1,01,urbano,7343,456,0,0
1204412512,1,01,urbano,7343,456,0,0
1204412715,1,01,urbano,7343,456,1,0
1204412717,1,01,urbano,7343,456,1,1
1204412919,1,01,urbano,2173,456,1,0
1204412924,1,01,urbano,7332,456,0,0
1264419206,1,01,rural,7343,282,0,0
1264420305,1,01,rural,2172,330,0,0
1264423206,1,01,rural,2172,316,0,0
1264423409,1,01,rural,2173,316,0,0
1264425019,1,01,rural,7313,393,1,1
1264425023,1,01,rural,7313,393,0,0
1264426301,1,01,rural,2172,391,1,1
1264426303,1,01,rural,7313,391,0,0
1264426507,1,01,rural,7313,391,1,1
1264426509,1,01,rural,7313,391,0,0
1264426510,1,01,rural,7313,391,0,0
1264426716,1,01,rural,7313,391,0,0
1264426922,1,01,rural,3222,391,0,0
1264427618,1,01,rural,2172,333,1,1
1264429408,1,01,rural,2172,233,1,1
1264432021,1,01,rural,2172,278,0,0
1264433203,1,01,rural,2172,368,1,0
1264433922,1,01,rural,2172,368,0,0
1264433923,1,01,rural,2172,368,0,0
1264436407,1,01,rural,7313,279,0,0
1264436822,1,01,rural,7342,279,0,0
1264438407,1,01,rural,7343,293,0,0
1264447822,1,01,rural,2172,347,0,0
1264449922,1,01,rural,7332,359,0,0
1264450512,1,01,rural,7353,305,0,0
1264452019,1,01,rural,7313,247,0,0
1264452024,1,01,rural,7313,247,0,0
1264452304,1,01,rural,7313,247,1,1
1264452608,1,01,rural,7313,247,0,0
1264452612,1,01,rural,7313,247,1,1
1264452815,1,01,rural,7313,247,0,0
1264452818,1,01,rural,7313,247,0,0
1264453508,1,01,rural,2172,284,1,0
1264454813,1,01,rural,2172,413,0,0
1264455511,1,01,rural,2172,346,0,0
1264456205,1,01,rural,7223,264,0,0
1264456205,2,01,rural,7223,264,0,0
1264456511,1,01,rural,7223,264,0,0
1264463303,1,01,rural,7313,394,0,0
1264463813,1,01,rural,7313,394,0,0
1264463817,1,01,rural,7313,394,0,0
1264463818,1,01,rural,4312,394,0,0
1264468508,1,01,rural,7611,305,0,0
1264468509,2,01,rural,7611,305,1,0
1264468510,1,01,rural,7611,305,0,0
1264468510,2,01,rural,7611,305,0,0
1264468511,1,01,rural,7611,305,0,0
1264468713,1,01,rural,7611,305,0,0
1264468921,1,01,rural,7611,305,0,0
1264468923,1,01,rural,7611,305,1,1
1264469618,1,01,rural,7313,273,0,0
1304472718,1,01,urbano,7611,458,0,0
1304475204,1,01,urbano,2172,673,0,0
1304477603,1,01,urbano,5212,411,0,0
1304479510,1,01,urbano,2172,509,0,0
1304480714,1,01,urbano,4312,357,0,0
1304481818,1,01,urbano,7322,472,0,0
1304482023,1,01,urbano,7999,164,0,0
1304482402,1,01,urbano,7611,164,0,0
1304482403,1,01,urbano,2174,164,1,1
1304482609,1,01,urbano,7611,164,0,0
1304482610,1,01,urbano,7611,164,1,1
1304482817,1,01,urbano,7611,164,1,0
1304485718,1,01,urbano,2172,478,0,0
1304487817,1,01,urbano,7321,547,1,0
1304488019,1,01,urbano,2172,554,0,0
1304489303,1,01,urbano,5212,486,0,0
1304491504,1,01,urbano,2271,377,0,0
1304492702,1,01,urbano,2655,397,0,0
1304497406,1,01,urbano,5212,501,1,1
1304537703,1,01,urbano,2636,641,0,0
1304543906,1,01,urbano,7611,685,0,0
1304546903,1,01,urbano,2655,1031,0,0
1304558801,1,01,urbano,7343,395,0,0
1304562802,1,01,urbano,7352,411,0,0
1304564505,1,01,urbano,7322,501,0,0
1304570818,1,01,urbano,4312,420,0,0
1304572924,1,01,urbano,2271,356,0,0
1304577021,1,01,urbano,7322,464,0,0
1304580020,1,01,urbano,4312,385,0,0
1304581613,1,01,urbano,7342,397,0,0
1304586203,1,01,urbano,2162,379,0,0
1304586206,1,01,urbano,2172,379,0,0
1304604201,1,01,urbano,7342,136,0,0
1304604205,1,01,urbano,7342,136,0,0
1304604408,1,01,urbano,7342,136,0,0
1304604613,1,01,urbano,7342,136,0,0
1304604821,1,01,urbano,7342,136,0,0
1304611816,1,01,urbano,5212,296,0,0
1364614304,1,01,rural,7332,315,0,0
1364617713,1,01,rural,7343,381,0,0
1364617717,1,01,rural,2163,381,0,0
1364620203,1,01,rural,7343,338,0,0
1364620206,1,01,rural,7343,338,0,0
1364624406,1,01,rural,7343,397,0,0
1364625305,1,01,rural,5212,418,0,0
1364625718,1,01,rural,1422,418,0,0
1364628923,1,01,rural,8155,329,0,0
1364630206,1,01,rural,5212,352,0,0
1364632206,1,01,rural,2172,422,0,0
1364635301,1,01,rural,5212,378,0,0
1364637203,1,01,rural,7343,361,0,0
1364637409,1,01,rural,7313,361,0,0
1364637411,1,01,rural,7313,361,0,0
1364640921,1,01,rural,3222,345,0,0
1364640921,1,01,rural,3222,345,0,0
1364642023,1,01,rural,2172,377,0,0
1364643306,1,01,rural,7343,411,0,0
1364645718,1,01,rural,2271,411,0,0
1364652023,1,01,rural,2173,352,0,0
1364654022,1,01,rural,7611,366,0,0
1364654607,1,01,rural,2161,366,1,1
1364654612,1,01,rural,2163,366,0,0
1364654813,1,01,rural,7611,366,0,0
1364655715,1,01,rural,7342,369,0,0
1404668024,1,01,urbano,7342,858,0,0
1404668402,1,01,urbano,7342,858,0,0
1404671412,1,01,urbano,7353,610,0,0
1404672203,1,01,urbano,2271,1524,0,0
1404672203,1,01,urbano,2271,1524,0,0
1404673922,1,01,urbano,2655,603,0,0
1404678505,1,01,urbano,4312,857,0,0
1404694805,1,01,urbano,2271,1295,0,0
1404702803,1,01,urbano,2271,1197,0,0
1404708905,1,01,urbano,9713,1222,0,0
1404712801,1,01,urbano,2636,1132,0,0
1404719201,1,01,urbano,2712,1188,0,0
1404719203,3,01,urbano,2271,1188,0,0
1404720906,1,01,urbano,2161,1065,0,0
1404724604,1,01,urbano,2162,1247,0,0
1404754603,1,01,urbano,7353,1802,0,0
1404761203,1,01,urbano,2161,1412,0,0
1404761205,1,01,urbano,2162,1412,0,0
1404768606,1,01,urbano,2553,1471,0,0
1404781204,1,01,urbano,2161,577,0,0
1404782301,1,01,urbano,2712,713,0,0
1404784407,1,01,urbano,7313,688,0,0
1404784921,1,01,urbano,2543,688,0,0
1414786608,1,01,urbano,4312,656,0,0
1414788205,1,01,urbano,2712,4023,0,0
1414795902,1,01,urbano,2271,1194,0,0
1414802505,1,01,urbano,1322,1436,0,0
1414804205,1,01,urbano,7321,2650,0,0
1414806605,1,01,urbano,7201,2285,0,0
1414810602,1,01,urbano,2271,1677,0,0
1414813601,1,01,urbano,2271,1063,0,0
1414816606,1,01,urbano,2172,1901,1,1
1414823801,1,01,urbano,7223,1184,0,0
1414837406,1,01,urbano,2271,1401,0,0
1414843504,1,01,urbano,7353,1202,0,0
1414848405,1,01,urbano,2172,1001,0,0
1414850204,1,01,urbano,2271,1064,0,0
1414854002,1,01,urbano,2162,1187,0,0
1414865201,1,01,urbano,3222,1331,0,0
1414866901,1,01,urbano,5212,1125,0,0
1414872006,1,01,urbano,2544,941,0,0
1414874206,1,01,urbano,4312,1685,0,0
1414875401,1,01,urbano,5212,877,0,0
1414875401,1,01,urbano,5212,877,0,0
1414876606,1,01,urbano,7353,1015,0,0
1414885202,1,01,urbano,2541,1086,0,0
1414886501,1,01,urbano,7223,704,0,0
1414886506,1,01,urbano,2172,704,0,0
1414889404,1,01,urbano,7321,1183,0,0
1414893901,1,01,urbano,2271,4419,0,0
1414915902,1,01,urbano,2271,1368,0,0
1414916001,1,01,urbano,2271,1321,0,0
1414917306,1,01,urbano,2271,1398,0,0
1414920702,1,01,urbano,2271,1400,0,0
1414922201,1,01,urbano,2271,1421,0,0
1414944501,1,01,urbano,5212,1189,0,0
1414948401,2,01,urbano,2655,1271,0,0
1414948401,2,01,urbano,2655,1271,0,0
1414948402,1,01,urbano,2271,1271,0,0
1414950803,1,01,urbano,7353,1246,1,0
1414953304,1,01,urbano,7301,1272,0,0
1414964205,1,01,urbano,2271,1401,0,0
1414965406,1,01,urbano,2655,1204,0,0
1414970501,1,01,urbano,2172,2749,0,0
1414970504,1,01,urbano,2173,2749,0,0
1414973004,1,01,urbano,2271,1299,0,0
1414977923,1,01,urbano,7322,772,0,0
1464989202,1,01,rural,7332,375,0,0
1464989203,1,01,rural,2172,375,0,0
1464993019,1,01,rural,7353,449,0,0
1464994303,1,01,rural,5212,404,0,0
1464999303,2,01,rural,7999,801,0,0
1465007717,1,01,rural,4312,305,0,0
1465013920,1,01,rural,1322,312,0,0
1505022003,1,01,urbano,2543,2476,0,0
1505032904,1,01,urbano,2271,1986,0,0
1505041505,1,01,urbano,2271,4926,0,0
1505043606,1,01,urbano,2172,1946,0,0
1505074302,1,01,urbano,4312,2153,0,0
1505078701,1,01,urbano,2271,2130,0,0
1505082005,1,01,urbano,1722,2042,0,0
1505083005,1,01,urbano,7322,2000,0,0
1505088204,1,01,urbano,2541,2350,0,0
1505099606,1,01,urbano,2636,1891,0,0
1505108703,1,01,urbano,2271,2024,0,0
1505121902,1,01,urbano,7999,2044,0,0
1515142801,1,01,urbano,2552,2185,0,0
1515142803,1,01,urbano,7322,2185,1,0
1515145202,1,01,urbano,7332,1949,0,0
1515167904,1,01,urbano,7999,1972,0,0
1515173903,1,01,urbano,7332,2251,1,1
1515198803,1,01,urbano,9713,2063,0,0
1515199004,1,01,urbano,7332,1678,0,0
1515201001,1,01,urbano,2271,1460,0,0
1515201003,1,01,urbano,7999,1460,0,0
1515204302,1,01,urbano,2271,1783,0,0
1515204303,1,01,urbano,7332,1783,0,0
1525218606,1,01,urbano,2271,2662,0,0
1525219806,1,01,urbano,2271,2663,0,0
1525226805,1,01,urbano,2271,5499,0,0
1525239401,1,01,urbano,7301,1776,0,0
1525258404,1,01,urbano,2636,1784,0,0
1525260201,1,01,urbano,2271,404,0,0
1525260203,1,01,urbano,2162,404,0,0
1525276802,1,01,urbano,9713,1581,0,0
1525278905,1,01,urbano,2543,1777,0,0
1535291804,1,01,urbano,2271,1860,0,0
1535305404,1,01,urbano,5212,2234,1,1
1535312502,1,01,urbano,2271,2485,0,0
1535324204,1,01,urbano,2655,1956,0,0
1535325203,1,01,urbano,2172,2990,0,0
1535339301,1,01,urbano,2271,1989,0,0
1535345402,1,01,urbano,2271,1782,0,0
1535351506,1,01,urbano,7322,1923,0,0
1535358404,1,01,urbano,2152,2149,0,0
1535358405,1,01,urbano,9713,2149,0,0
1535364806,1,01,urbano,5212,1567,0,0
1535368604,1,01,urbano,7322,1929,0,0
1565372302,1,01,rural,2173,362,1,1
1565373303,1,01,rural,7611,312,0,0
1565379301,1,01,rural,4312,376,0,0
1565381507,1,01,rural,2271,370,0,0
1565382024,1,01,rural,7343,290,0,0
1565382403,1,01,rural,7332,290,0,0
1565382406,1,01,rural,7343,290,0,0
1565386023,1,01,rural,2173,316,0,0
1565386608,1,01,rural,2271,316,0,0
1565393819,1,01,rural,9713,387,1,1
1565399613,1,01,rural,2172,380,1,1
1565404507,1,01,rural,7343,366,0,0
1565404923,1,01,rural,7343,366,1,0
1565407306,1,01,rural,2712,309,0,0
1565408611,1,01,rural,4312,217,0,0
1565409410,1,01,rural,3222,644,1,1
1565411511,1,01,rural,4312,415,0,0
1565414202,1,01,rural,9713,427,0,0
1565415305,1,01,rural,1422,427,0,0
1565418511,1,01,rural,4312,299,0,0
1565420022,1,01,rural,7353,404,0,0
1565424409,1,01,rural,7343,286,0,0
1565424922,1,01,rural,7343,286,0,0
1565430919,1,01,rural,7332,259,0,0
1565431206,1,01,rural,7332,390,1,0
1565431613,1,01,rural,7332,390,1,0
1565431616,1,01,rural,7332,390,0,0
1565431924,2,01,rural,2172,390,0,0
1565440924,2,01,rural,2553,505,0,0
1605445302,1,01,urbano,7353,602,0,0
1605453610,1,01,urbano,5212,680,0,0
1605453612,1,01,urbano,2712,680,0,0
1605456921,1,01,urbano,2271,799,0,0
1605458306,1,01,urbano,2172,644,0,0
1605462706,1,01,urbano,7321,748,0,0
1605463905,1,01,urbano,5212,762,0,0
1605476706,1,01,urbano,4312,738,0,0
1605478001,1,01,urbano,1322,746,0,0
1605478006,1,01,urbano,5212,746,0,0
1605507903,1,01,urbano,2131,579,0,0
1605509205,1,01,urbano,7342,763,0,0
1605515806,1,01,urbano,2151,723,0,0
1605524505,1,01,urbano,2552,794,0,0
1605535505,1,01,urbano,4312,888,0,0
1605538511,1,01,urbano,7343,614,0,0
1605539206,1,01,urbano,2172,554,1,1
1605541202,1,01,urbano,2162,562,0,0
1605542607,1,01,urbano,2271,944,0,0
1605543923,1,01,urbano,9713,773,1,0
1605544024,1,01,urbano,7342,749,0,0
1605545023,1,01,urbano,2173,729,0,0
1605545024,1,01,urbano,7353,729,0,0
1605545507,1,01,urbano,7353,729,0,0
1605547305,1,01,urbano,1422,474,0,0
1605547716,1,01,urbano,3222,474,0,0
1605550202,1,01,urbano,7342,694,1,1
1605553404,1,01,urbano,7322,694,1,1
1605574406,1,01,urbano,2271,658,0,0
1605576203,1,01,urbano,2543,757,0,0
1605586203,1,01,urbano,7342,845,0,0
1605587617,1,01,urbano,1721,816,0,0
1605588201,1,01,urbano,7201,619,0,0
1615594205,1,01,urbano,5212,465,0,0
1615600603,1,01,urbano,7201,534,0,0
1615604504,1,01,urbano,5212,485,1,0
1615607021,1,01,urbano,2271,770,0,0
1615608302,1,01,urbano,2544,715,0,0
1665616021,1,01,rural,9713,518,0,0
1665616813,1,01,rural,2544,518,1,0
1665617921,1,01,rural,5212,608,1,0
1665622613,1,01,rural,5212,564,0,0
1665624305,1,01,rural,2172,537,1,1
1665624511,1,01,rural,7343,537,1,1
1665626412,1,01,rural,2161,759,0,0
1665628201,1,01,rural,7342,742,1,0
1665633304,2,01,rural,7322,537,0,0
1665635817,1,01,rural,7999,738,0,0
1665636206,1,01,rural,2172,585,0,0
1665636410,1,01,rural,7353,585,0,0
1665638718,3,01,rural,7611,493,0,0
1665640923,1,01,rural,2172,516,0,0
1705643701,1,01,urbano,2712,841,0,0
1705647603,1,01,urbano,2151,115,0,0
1705657905,1,01,urbano,5212,486,1,1
1705662202,1,01,urbano,4312,234,0,0
1705666203,1,01,urbano,5212,307,0,0
1705671804,1,01,urbano,7322,287,0,0
1705679702,1,01,urbano,7343,243,0,0
1705687702,1,01,urbano,2271,312,0,0
1705718305,1,01,urbano,4312,182,0,0
1705724504,1,01,urbano,2271,335,0,0
1705726703,1,01,urbano,2552,290,0,0
1705762506,1,01,urbano,2543,282,0,0
1705776502,1,01,urbano,7611,321,0,0
1705785006,1,01,urbano,2152,368,0,0
1705792202,1,01,urbano,2271,295,1,0
1705818302,1,01,urbano,2271,246,0,0
1705849004,1,01,urbano,2172,303,1,0
1705852703,1,01,urbano,2173,277,0,0
1705853905,1,01,urbano,7611,364,0,0
1705857604,1,01,urbano,7611,278,0,0
1705861503,1,01,urbano,9713,298,0,0
1705865701,1,01,urbano,2173,166,0,0
1705865705,1,01,urbano,7352,166,0,0
1705869512,1,01,urbano,2712,164,0,0
1705892801,1,01,urbano,2161,474,1,0
1705894004,1,01,urbano,7343,487,0,0
1705905302,1,01,urbano,4312,971,0,0
1705912604,1,01,urbano,8144,288,0,0
1765918404,1,01,rural,7342,116,0,0
1765919412,1,01,rural,2712,106,0,0
1765922302,1,01,rural,2271,122,0,0
1765924019,1,01,rural,2152,115,0,0
1765926406,1,01,rural,2163,88,0,0
1765932301,1,01,rural,2544,97,0,0
1765934616,1,01,rural,7343,114,0,0
1765939924,1,01,rural,3222,88,0,0
1765943024,1,01,rural,2173,90,0,0
1765944713,1,01,rural,2162,92,0,0
1765947411,1,01,rural,2271,89,0,0
1765947412,1,01,rural,9713,89,0,0
1765948304,1,01,rural,2712,99,0,0
1765950019,1,01,rural,2172,81,0,0
1805953022,1,01,urbano,2172,192,0,0
1805953022,1,01,urbano,2636,192,0,0
1805955205,1,01,urbano,5212,225,0,0
1805955922,1,01,urbano,2172,225,0,0
1805956305,1,01,urbano,5212,219,1,0
1805956817,1,01,urbano,2172,219,0,0
1805957715,1,01,urbano,2172,167,0,0
1805957920,1,01,urbano,2172,167,0,0
1805959821,1,01,urbano,7353,200,0,0
1805960823,1,01,urbano,2172,203,0,0
1805972403,1,01,urbano,2271,182,1,1
1805973501,1,01,urbano,2162,205,0,0
1805977612,1,01,urbano,2552,99,0,0
1805978301,1,01,urbano,2172,150,0,0
1805979023,1,01,urbano,2172,196,0,0
1805981303,1,01,urbano,2172,198,1,0
1805982402,1,01,urbano,2544,255,0,0
1805982611,1,01,urbano,4312,255,0,0
1805984508,1,01,urbano,7321,226,0,0
1805985713,1,01,urbano,5212,199,0,0
1805985713,1,01,urbano,5212,199,0,0
1806004901,1,01,urbano,2271,197,0,0
1806007403,1,01,urbano,7342,206,0,0
1806015301,1,01,urbano,5212,220,0,0
1806018502,1,01,urbano,2172,202,0,0
1806020702,1,01,urbano,2172,210,0,0
1806030003,1,01,urbano,5212,252,0,0
1806034202,1,01,urbano,2271,177,0,0
1806044005,1,01,urbano,5212,184,0,0
1806066706,1,01,urbano,2655,162,0,0
1806068904,1,01,urbano,7353,207,1,0
1806075004,1,01,urbano,7999,198,0,0
1806079602,1,01,urbano,2271,190,0,0
1806079604,1,01,urbano,2271,190,0,0
1806101406,1,01,urbano,1722,184,0,0
1806104202,1,01,urbano,5212,221,0,0
1806111804,1,01,urbano,7223,211,0,0
1806112021,1,01,urbano,4312,208,0,0
1806112402,1,01,urbano,5212,208,0,0
1806112609,1,01,urbano,2172,208,0,0
1806112611,1,01,urbano,2552,208,0,0
1806113713,1,01,urbano,4312,199,0,0
1806115205,1,01,urbano,3222,196,0,0
1806115822,1,01,urbano,2271,196,0,0
1806116023,1,01,urbano,2271,210,0,0
1806116402,1,01,urbano,2162,210,0,0
1806116402,1,01,urbano,2162,210,0,0
1806117305,1,01,urbano,2552,161,0,0
1806117715,1,01,urbano,1422,161,0,0
1806119507,1,01,urbano,2271,188,0,0
1806121021,1,01,urbano,2173,261,0,0
1806122924,1,01,urbano,3222,168,0,0
1806123202,1,01,urbano,2271,184,0,0
1806123410,1,01,urbano,2172,184,0,0
1866126202,1,01,rural,2544,140,0,0
1866131022,1,01,rural,2172,154,0,0
1866131813,1,01,rural,2172,154,0,0
1866133919,1,01,rural,2551,145,0,0
1866141818,1,01,rural,2172,145,0,0
1866142206,1,01,rural,2172,178,0,0
1866142407,1,01,rural,2172,178,0,0
1866142820,1,01,rural,2172,178,0,0
1866143921,1,01,rural,2172,158,0,0
1866145716,1,01,rural,2172,139,0,0
1866147509,1,01,rural,4312,139,0,0
1866148201,1,01,rural,4312,145,0,0
1866151815,1,01,rural,2172,150,0,0
1906161504,1,01,urbano,2543,772,0,0
1906166202,1,01,urbano,2712,817,0,0
1906170503,1,01,urbano,2271,954,0,0
1906171702,1,01,urbano,2162,1022,0,0
1906184901,1,01,urbano,2271,961,0,0
1906193801,1,01,urbano,2271,777,0,0
1906201906,1,01,urbano,2271,775,0,0
1906202704,1,01,urbano,2271,1029,0,0
1906202706,1,01,urbano,2271,1029,0,0
1906205616,1,01,urbano,2172,976,0,0
1906211003,1,01,urbano,9713,872,0,0
1906213502,1,01,urbano,4312,896,1,1
1906231004,1,01,urbano,2271,971,0,0
1906262304,1,01,urbano,2636,723,0,0
1906278604,1,01,urbano,7999,641,0,0
1906286405,1,01,urbano,2271,1197,0,0
1906287305,1,01,urbano,2625,807,0,0
1906294006,1,01,urbano,2162,885,0,0
1906299704,1,01,urbano,2271,984,0,0
1906318606,1,01,urbano,2271,848,0,0
1906323401,1,01,urbano,4312,834,0,0
1906323404,1,01,urbano,7601,834,0,0
1906323406,1,01,urbano,4312,834,0,0
1906349504,1,01,urbano,2172,743,1,1
1906372605,1,01,urbano,2655,847,1,0
1906379002,1,01,urbano,2271,764,0,0
1906388003,1,01,urbano,2552,729,0,0
1906394704,1,01,urbano,7201,1524,0,0
1906405206,1,01,urbano,2544,778,0,0
1906409804,1,01,urbano,2271,787,0,0
1906415902,1,01,urbano,7322,783,0,0
1906420501,1,01,urbano,2271,870,0,0
1906424904,1,01,urbano,7322,670,0,0
1906426205,1,01,urbano,7999,779,0,0
1906434601,1,01,urbano,1421,800,0,0
1906439502,1,01,urbano,2271,904,0,0
1906446406,1,01,urbano,2162,903,0,0
1906447605,1,01,urbano,2271,960,0,0
1916456503,1,01,urbano,2271,951,0,0
1916457705,1,01,urbano,2544,881,0,0
1916457706,1,01,urbano,2271,881,0,0
1916458204,1,01,urbano,4312,723,0,0
1916458206,1,01,urbano,2171,723,0,0
1916460205,1,01,urbano,2271,737,0,0
1916468504,1,01,urbano,2271,905,0,0
1916472705,1,01,urbano,1322,979,0,0
1916482904,1,01,urbano,5212,896,1,0
1916493305,1,01,urbano,2552,1241,0,0
1916497824,1,01,urbano,2544,530,0,0
1916499901,1,01,urbano,1422,813,0,0
1916501401,1,01,urbano,2655,934,0,0
1916510701,1,01,urbano,2271,900,0,0
1916515405,1,01,urbano,2271,912,0,0
1916520803,1,01,urbano,2543,921,0,0
1916529702,1,01,urbano,2271,587,0,0
1916535603,1,01,urbano,7223,758,0,0
1916539803,1,01,urbano,2271,1001,0,0
1916545503,1,01,urbano,4312,736,0,0
1916550301,1,01,urbano,2271,1012,0,0
1916559305,1,01,urbano,2172,898,0,0
1966566511,1,01,rural,2544,41,0,0
1966574716,1,01,rural,4312,42,0,0
1966603204,1,01,rural,7353,45,0,0
1966614821,1,01,rural,1421,44,0,0
1966624020,1,01,rural,7301,40,1,1
1966639202,1,01,rural,4312,45,0,0
1966641511,1,01,rural,2172,34,1,0
2006642305,1,01,urbano,2271,749,0,0
2006642306,1,01,urbano,7343,749,0,0
2006646401,1,01,urbano,4312,652,0,0
2006646609,1,01,urbano,7999,652,0,0
2006646815,1,01,urbano,2172,652,0,0
2006648022,1,01,urbano,7322,632,0,0
2006652923,1,01,urbano,2172,478,0,0
2006654703,1,01,urbano,2543,630,0,0
2006662201,1,01,urbano,2172,627,0,0
2006662204,1,01,urbano,2131,627,0,0
2006662206,1,01,urbano,2172,627,0,0
2006677503,1,01,urbano,2172,588,0,0
2006679304,1,01,urbano,2625,559,1,0
2006680206,1,01,urbano,7343,693,0,0
2006681205,1,01,urbano,5212,552,0,0
2006690802,1,01,urbano,7321,371,1,0
2006704603,1,01,urbano,7343,456,0,0
2006708512,1,01,urbano,7332,536,0,0
2006708718,1,01,urbano,7332,536,1,1
2006717021,1,01,urbano,3222,534,0,0
2006717404,1,01,urbano,3222,534,0,0
2006721022,1,01,urbano,7343,617,0,0
2006721305,1,01,urbano,7611,617,0,0
2006738001,1,01,urbano,7611,412,0,0
2006738005,1,01,urbano,7611,412,0,0
2006745408,1,01,urbano,7321,745,0,0
2006745613,1,01,urbano,2655,745,0,0
2006750604,1,01,urbano,2172,781,0,0
2006752201,1,01,urbano,7223,357,1,0
2006752824,1,01,urbano,2544,357,1,0
